species,item,ability,type1,type2,move1,move2,move3,move4,won,strategy
Gogoat,Leftovers,Sap Sipper,Grass,,Leech Seed,Horn Leech,Substitute,Earthquake,true,best
Venomoth,Focus Sash,Tinted Lens,Bug,Poison,Sleep Powder,Quiver Dance,Bug Buzz,Sludge Bomb,false,random
Reuniclus,Life Orb,Magic Guard,Psychic,,Calm Mind,Recover,Focus Blast,Psychic,false,random
Reshiram,Assault Vest,Turboblaze,Dragon,Fire,Flame Charge,Stone Edge,Dragon Pulse,Blue Flare,false,random
Qwilfish,Black Sludge,Intimidate,Water,Poison,Waterfall,Spikes,Toxic Spikes,Destiny Bond,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Knock Off,Stealth Rock,Toxic,Earthquake,false,random
Raikou,Choice Specs,Volt Absorb,Electric,,Aura Sphere,Volt Switch,Hidden Power Ice,Thunderbolt,false,random
Toxicroak,Black Sludge,Dry Skin,Poison,Fighting,Drain Punch,Substitute,Ice Punch,Swords Dance,true,best
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Quiver Dance,Bug Buzz,Sleep Powder,Sludge Bomb,true,best
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Draco Meteor,Blue Flare,Roost,Toxic,true,best
Charizard,Charizardite Y,Blaze,Fire,Flying,Air Slash,Dragon Pulse,Roost,Fire Blast,true,best
Serperior,Leftovers,Contrary,Grass,,Substitute,Hidden Power Fire,Leaf Storm,Dragon Pulse,true,best
Conkeldurr,Flame Orb,Guts,Fighting,,Knock Off,Ice Punch,Bulk Up,Drain Punch,true,best
Raikou,Focus Sash,Volt Absorb,Electric,,Thunderbolt,Extrasensory,Calm Mind,Aura Sphere,false,random
Whiscash,Life Orb,Oblivious,Water,Ground,Earthquake,Waterfall,Dragon Dance,Stone Edge,false,random
Flygon,Life Orb,Levitate,Ground,Dragon,Fire Blast,Roost,Earthquake,Outrage,false,random
Watchog,Leftovers,Analytic,Normal,,Hypnosis,Knock Off,Return,Substitute,false,random
Zekrom,Leftovers,Teravolt,Dragon,Electric,Hone Claws,Bolt Strike,Dragon Claw,Roost,false,random
Vileplume,Black Sludge,Effect Spore,Grass,Poison,Giga Drain,Synthesis,Aromatherapy,Sleep Powder,false,random
Clawitzer,Choice Specs,Mega Launcher,Water,,Ice Beam,Water Pulse,Dark Pulse,Aura Sphere,true,best
Moltres,Leftovers,Pressure,Fire,Flying,Roost,Hurricane,Toxic,Fire Blast,true,best
Latias,Leftovers,Levitate,Dragon,Psychic,Roost,Draco Meteor,Thunderbolt,Hidden Power Fire,true,best
Swoobat,Leftovers,Unaware,Psychic,Flying,Roost,Substitute,Heat Wave,Air Slash,true,best
Skuntank,Life Orb,Aftermath,Poison,Dark,Crunch,Taunt,Pursuit,Poison Jab,true,best
Beedrill,Beedrillite,Sniper,Bug,Poison,X-Scissor,U-turn,Drill Run,Poison Jab,true,best
Chandelure,Focus Sash,Flash Fire,Ghost,Fire,Shadow Ball,Calm Mind,Fire Blast,Hidden Power Ground,false,random
Gengar,Gengarite,Levitate,Ghost,Poison,Sludge Wave,Protect,Destiny Bond,Shadow Ball,false,random
Musharna,Leftovers,Synchronize,Psychic,,Signal Beam,Psyshock,Heal Bell,Moonlight,false,random
Klinklang,Life Orb,Clear Body,Steel,,Gear Grind,Shift Gear,Return,Wild Charge,false,random
Volcarona,Leftovers,Flame Body,Bug,Fire,Roost,Fire Blast,Bug Buzz,Quiver Dance,false,random
Volbeat,Leftovers,Prankster,Bug,,U-turn,Encore,Tailwind,Roost,false,random
Goodra,Choice Scarf,Sap Sipper,Dragon,,Sludge Bomb,Thunderbolt,Dragon Pulse,Fire Blast,true,best
Meowstic-F,Choice Specs,Competitive,Psychic,,Thunderbolt,Psyshock,Energy Ball,Shadow Ball,true,best
Vespiquen,Leftovers,Pressure,Bug,Flying,Roost,Toxic,Protect,Infestation,true,best
Golurk,Life Orb,Iron Fist,Ground,Ghost,Rock Polish,Earthquake,Shadow Punch,Ice Punch,true,best
Greninja,Leftovers,Protean,Water,Dark,Ice Beam,Gunk Shot,U-turn,Spikes,true,best
Gorebyss,White Herb,Swift Swim,Water,,Hidden Power Grass,Hydro Pump,Ice Beam,Shell Smash,true,best
Butterfree,Focus Sash,Tinted Lens,Bug,Flying,Bug Buzz,Quiver Dance,Sleep Powder,Energy Ball,false,random
Victini,Assault Vest,Victory Star,Psychic,Fire,U-turn,Focus Blast,Blue Flare,Zen Headbutt,false,random
Machamp,Choice Band,No Guard,Fighting,,Heavy Slam,Dynamic Punch,Bullet Punch,Knock Off,false,random
Musharna,Leftovers,Synchronize,Psychic,,Moonlight,Thunder Wave,Signal Beam,Psychic,false,random
Barbaracle,White Herb,Tough Claws,Rock,Water,Shell Smash,Cross Chop,Razor Shell,Stone Edge,false,random
Pikachu,Light Ball,Lightning Rod,Electric,,Volt Switch,Grass Knot,Volt Tackle,Knock Off,false,random
Gogoat,Leftovers,Sap Sipper,Grass,,Earthquake,Milk Drink,Horn Leech,Substitute,true,best
Carracosta,Weakness Policy,Solid Rock,Water,Rock,Aqua Jet,Stone Edge,Shell Smash,Earthquake,true,best
Hariyama,Choice Band,Thick Fat,Fighting,,Close Combat,Stone Edge,Knock Off,Ice Punch,true,best
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Blue Flare,Roost,Draco Meteor,Stone Edge,true,best
Golduck,Life Orb,Cloud Nine,Water,,Calm Mind,Psyshock,Ice Beam,Hydro Pump,true,best
Tauros,Choice Band,Intimidate,Normal,,Zen Headbutt,Double-Edge,Earthquake,Rock Slide,true,best
Diancie,Light Clay,Clear Body,Rock,Fairy,Light Screen,Reflect,Diamond Storm,Stealth Rock,false,random
Plusle,Leftovers,Lightning Rod,Electric,,Nasty Plot,Thunderbolt,Substitute,Hidden Power Ice,false,random
Feraligatr,Life Orb,Sheer Force,Water,,Dragon Dance,Aqua Jet,Waterfall,Crunch,false,random
Magmortar,Leftovers,Vital Spirit,Fire,,Earthquake,Hidden Power Ice,Fire Blast,Substitute,false,random
Dewgong,Leftovers,Thick Fat,Water,Ice,Encore,Protect,Surf,Ice Beam,false,random
Salamence,Salamencite,Intimidate,Dragon,Flying,Fire Blast,Roost,Double-Edge,Draco Meteor,false,random
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Knock Off,Sludge Bomb,Power Whip,Sunny Day,true,best
Milotic,Leftovers,Competitive,Water,,Toxic,Scald,Ice Beam,Recover,true,best
Mantine,Chesto Berry,Water Absorb,Water,Flying,Toxic,Air Slash,Scald,Rest,true,best
Doublade,Eviolite,No Guard,Steel,Ghost,Swords Dance,Iron Head,Shadow Claw,Sacred Sword,true,best
Chimecho,Leftovers,Levitate,Psychic,,Recover,Calm Mind,Psychic,Shadow Ball,true,best
Minun,Leftovers,Volt Absorb,Electric,,Nasty Plot,Substitute,Hidden Power Ice,Thunderbolt,true,best
Ninjask,Life Orb,Speed Boost,Bug,Flying,Aerial Ace,Night Slash,Swords Dance,X-Scissor,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Earthquake,Stealth Rock,Knock Off,Rapid Spin,false,random
Barbaracle,White Herb,Tough Claws,Rock,Water,Earthquake,Shell Smash,Razor Shell,Stone Edge,false,random
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Roost,Blue Flare,Toxic,Dragon Pulse,false,random
Wigglytuff,Light Clay,Competitive,Normal,Fairy,Heal Bell,Reflect,Dazzling Gleam,Light Screen,false,random
Sharpedo,Sharpedonite,Speed Boost,Water,Dark,Waterfall,Crunch,Destiny Bond,Ice Fang,false,random
Qwilfish,Focus Sash,Intimidate,Water,Poison,Toxic Spikes,Pain Split,Thunder Wave,Waterfall,true,best
Sylveon,Leftovers,Pixilate,Fairy,,Calm Mind,Hidden Power Fire,Wish,Hyper Voice,true,best
Zebstrika,Expert Belt,Sap Sipper,Electric,,Hidden Power Grass,Wild Charge,Volt Switch,Overheat,true,best
Watchog,Leftovers,Analytic,Normal,,Knock Off,Substitute,Return,Hypnosis,true,best
Palkia,Leftovers,Pressure,Water,Dragon,Hydro Pump,Dragon Tail,Thunder Wave,Fire Blast,true,best
Mienshao,Life Orb,Regenerator,Fighting,,Swords Dance,High Jump Kick,Knock Off,Stone Edge,true,best
Galvantula,Focus Sash,Swarm,Bug,Electric,Volt Switch,Bug Buzz,Giga Drain,Sticky Web,false,random
Aegislash,Life Orb,Stance Change,Steel,Ghost,Flash Cannon,Shadow Sneak,Hidden Power Ice,King's Shield,false,random
Cloyster,Leftovers,Skill Link,Water,Ice,Rapid Spin,Hydro Pump,Icicle Spear,Ice Shard,false,random
Sudowoodo,Leftovers,Rock Head,Rock,,Wood Hammer,Toxic,Sucker Punch,Stone Edge,false,random
Armaldo,Life Orb,Battle Armor,Rock,Bug,Toxic,Knock Off,Earthquake,X-Scissor,false,random
Electivire,Expert Belt,Motor Drive,Electric,,Wild Charge,Flamethrower,Ice Punch,Earthquake,false,random
Venusaur,Venusaurite,Chlorophyll,Grass,Poison,Sludge Bomb,Earthquake,Leech Seed,Hidden Power Fire,true,best
Kyogre,Choice Scarf,Drizzle,Water,,Thunder,Water Spout,Scald,Ice Beam,true,best
Magnezone,Choice Scarf,Magnet Pull,Electric,Steel,Hidden Power Fire,Thunderbolt,Volt Switch,Flash Cannon,true,best
Wormadam,Leftovers,Overcoat,Bug,Grass,Toxic,Protect,Signal Beam,Giga Drain,true,best
Klinklang,Leftovers,Clear Body,Steel,,Substitute,Shift Gear,Return,Gear Grind,true,best
Liepard,Leftovers,Prankster,Dark,,U-turn,Dark Pulse,Encore,Nasty Plot,true,best
Diancie,Diancite,Clear Body,Rock,Fairy,Hidden Power Fire,Calm Mind,Diamond Storm,Moonblast,false,random
Xerneas,Assault Vest,Fairy Aura,Fairy,,Thunderbolt,Rock Slide,Moonblast,Close Combat,false,random
Omastar,White Herb,Shell Armor,Rock,Water,Earth Power,Scald,Shell Smash,Ice Beam,false,random
Noivern,Leftovers,Infiltrator,Flying,Dragon,Hurricane,Roost,U-turn,Draco Meteor,false,random
Feraligatr,Life Orb,Sheer Force,Water,,Crunch,Waterfall,Swords Dance,Aqua Jet,false,random
Persian,Life Orb,Technician,Normal,,Taunt,Fake Out,Knock Off,Return,false,random
Greninja,Focus Sash,Protean,Water,Dark,Gunk Shot,Spikes,U-turn,Taunt,true,random
Scyther,Eviolite,Technician,Bug,Flying,Aerial Ace,Knock Off,Swords Dance,Quick Attack,true,random
Sigilyph,Toxic Orb,Magic Guard,Psychic,Flying,Psycho Shift,Roost,Cosmic Power,Stored Power,true,random
Sceptile,Sceptilite,Overgrow,Grass,,Leaf Blade,Swords Dance,Substitute,Outrage,true,random
Leavanny,Leftovers,Swarm,Bug,Grass,Sticky Web,X-Scissor,Swords Dance,Leaf Blade,true,random
Probopass,Air Balloon,Magnet Pull,Rock,Steel,Toxic,Earth Power,Stealth Rock,Flash Cannon,true,random
Beheeyem,Choice Specs,Analytic,Psychic,,Thunderbolt,Signal Beam,Hidden Power Fighting,Psychic,false,best
Tyrantrum,Life Orb,Rock Head,Rock,Dragon,Head Smash,Earthquake,Outrage,Stealth Rock,false,best
Sharpedo,Life Orb,Speed Boost,Water,Dark,Ice Beam,Waterfall,Crunch,Protect,false,best
Phione,Leftovers,Hydration,Water,,Scald,Heal Bell,U-turn,Knock Off,false,best
Gliscor,Toxic Orb,Poison Heal,Ground,Flying,Earthquake,Knock Off,Roost,U-turn,false,best
Altaria,Altarianite,Natural Cure,Dragon,Flying,Roost,Earthquake,Return,Fire Blast,false,best
Audino,Audinite,Regenerator,Normal,,Heal Bell,Fire Blast,Wish,Dazzling Gleam,true,best
Lumineon,Leftovers,Storm Drain,Water,,Ice Beam,Toxic,U-turn,Scald,true,best
Weavile,Life Orb,Pickpocket,Dark,Ice,Low Kick,Icicle Crash,Swords Dance,Knock Off,true,best
Druddigon,Leftovers,Mold Breaker,Dragon,,Taunt,Dragon Tail,Sucker Punch,Outrage,true,best
Ledian,Leftovers,Swarm,Bug,Flying,Toxic,U-turn,Roost,Knock Off,true,best
Miltank,Leftovers,Scrappy,Normal,,Body Slam,Milk Drink,Curse,Earthquake,true,best
Gastrodon-East,Focus Sash,Storm Drain,Water,Ground,Toxic,Earthquake,Ice Beam,Scald,false,random
Rapidash,Life Orb,Flash Fire,Fire,,Flare Blitz,Drill Run,Wild Charge,Will-O-Wisp,false,random
Pidgeot,Pidgeotite,Tangled Feet,Normal,Flying,Roost,Hurricane,Defog,U-turn,false,random
Heatran,Leftovers,Flash Fire,Fire,Steel,Earth Power,Protect,Lava Plume,Roar,false,random
Cresselia,Leftovers,Levitate,Psychic,,Moonlight,Calm Mind,Psyshock,Ice Beam,false,random
Dedenne,Petaya Berry,Cheek Pouch,Electric,Fairy,Toxic,Hidden Power Ice,Substitute,Thunderbolt,false,random
Keldeo,Choice Specs,Justified,Water,Fighting,Secret Sword,Hidden Power Electric,Scald,Icy Wind,true,best
Chansey,Eviolite,Natural Cure,Normal,,Soft-Boiled,Toxic,Wish,Seismic Toss,true,best
Latios,Latiosite,Levitate,Dragon,Psychic,Defog,Roost,Draco Meteor,Psyshock,true,best
Seaking,Life Orb,Lightning Rod,Water,,Knock Off,Ice Beam,Drill Run,Scald,true,best
Golem,Leftovers,Sturdy,Rock,Ground,Earthquake,Toxic,Sucker Punch,Rock Blast,true,best
Cofagrigus,Leftovers,Mummy,Ghost,,Toxic Spikes,Shadow Ball,Pain Split,Haze,true,best
Kingdra,Life Orb,Swift Swim,Water,Dragon,Dragon Dance,Rain Dance,Outrage,Waterfall,false,random
Electrode,Life Orb,Static,Electric,,Signal Beam,Foul Play,Hidden Power Grass,Thunderbolt,false,random
Pidgeot,Leftovers,Keen Eye,Normal,Flying,Defog,Heat Wave,Roost,Brave Bird,false,random
Charizard,Charizardite Y,Blaze,Fire,Flying,Fire Blast,Focus Blast,Air Slash,Roost,false,random
Uxie,Leftovers,Levitate,Psychic,,Stealth Rock,Yawn,Knock Off,Psychic,false,random
Liepard,Leftovers,Prankster,Dark,,Thunder Wave,Knock Off,Copycat,Encore,false,random
Kyurem-White,Leftovers,Turboblaze,Dragon,Ice,Draco Meteor,Toxic,Roost,Ice Beam,true,best
Raticate,Toxic Orb,Guts,Normal,,Swords Dance,Flame Wheel,Sucker Punch,Facade,true,best
Stunfisk,Leftovers,Static,Ground,Electric,Toxic,Discharge,Earth Power,Scald,true,best
Excadrill,Life Orb,Mold Breaker,Ground,Steel,Swords Dance,Iron Head,Earthquake,Rock Slide,true,best
Sceptile,Sceptilite,Overgrow,Grass,,Substitute,Dragon Pulse,Earthquake,Leaf Blade,true,best
Bronzong,Leftovers,Levitate,Steel,Psychic,Toxic,Stealth Rock,Explosion,Gyro Ball,true,best
Keldeo,Choice Scarf,Justified,Water,Fighting,Hydro Pump,Hidden Power Flying,Secret Sword,Scald,false,random
Carbink,Light Clay,Sturdy,Rock,Fairy,Reflect,Power Gem,Moonblast,Light Screen,false,random
Giratina-Origin,Griseous Orb,Levitate,Ghost,Dragon,Shadow Ball,Toxic,Defog,Dragon Tail,false,random
Blissey,Leftovers,Natural Cure,Normal,,Toxic,Soft-Boiled,Stealth Rock,Seismic Toss,false,random
Chandelure,Leftovers,Flash Fire,Ghost,Fire,Shadow Ball,Calm Mind,Substitute,Fire Blast,false,random
Dodrio,Life Orb,Early Bird,Normal,Flying,Brave Bird,Return,Knock Off,Roost,false,random
Alakazam,Life Orb,Magic Guard,Psychic,,Shadow Ball,Focus Blast,Hidden Power Ice,Psyshock,true,best
Kingler,Life Orb,Sheer Force,Water,,Rock Slide,X-Scissor,Crabhammer,Agility,true,best
Palkia,Assault Vest,Pressure,Water,Dragon,Draco Meteor,Fire Blast,Hydro Pump,Dragon Tail,true,best
Mewtwo,Mewtwonite X,Unnerve,Psychic,,Drain Punch,Stone Edge,Taunt,Ice Beam,true,best
Meganium,Leftovers,Overgrow,Grass,,Light Screen,Leech Seed,Aromatherapy,Giga Drain,true,best
Scrafty,Leftovers,Shed Skin,Dark,Fighting,Rest,Bulk Up,Knock Off,Drain Punch,true,best
Diancie,Leftovers,Clear Body,Rock,Fairy,Diamond Storm,Stealth Rock,Moonblast,Light Screen,false,random
Shaymin,Leftovers,Natural Cure,Grass,,Substitute,Earth Power,Leech Seed,Seed Flare,false,random
Charizard,Charizardite X,Blaze,Fire,Flying,Roost,Flare Blitz,Will-O-Wisp,Dragon Claw,false,random
Darmanitan,Life Orb,Sheer Force,Fire,,U-turn,Rock Slide,Superpower,Flare Blitz,false,random
Staraptor,Choice Band,Reckless,Normal,Flying,Close Combat,Double-Edge,Quick Attack,Brave Bird,false,random
Raticate,Toxic Orb,Guts,Normal,,Facade,Sucker Punch,Swords Dance,Flame Wheel,false,random
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Substitute,Sludge Bomb,Sleep Powder,Bug Buzz,true,best
Salamence,Assault Vest,Intimidate,Dragon,Flying,Dragon Claw,Fire Blast,Draco Meteor,Earthquake,true,best
Nidoking,Life Orb,Sheer Force,Poison,Ground,Substitute,Sludge Wave,Superpower,Earth Power,true,best
Lanturn,Leftovers,Volt Absorb,Water,Electric,Hydro Pump,Heal Bell,Volt Switch,Thunder Wave,true,best
Altaria,Altarianite,Cloud Nine,Dragon,Flying,Heal Bell,Earthquake,Return,Roost,true,best
Cloyster,Leftovers,Skill Link,Water,Ice,Hydro Pump,Spikes,Rapid Spin,Icicle Spear,true,best
Lugia,Leftovers,Multiscale,Psychic,Flying,Aeroblast,Toxic,Substitute,Roost,false,random
Roserade,Black Sludge,Natural Cure,Grass,Poison,Leaf Storm,Sludge Bomb,Toxic Spikes,Sleep Powder,false,random
Bastiodon,Air Balloon,Sturdy,Rock,Steel,Toxic,Roar,Metal Burst,Rock Blast,false,random
Aromatisse,Light Clay,Aroma Veil,Fairy,,Light Screen,Reflect,Moonblast,Aromatherapy,false,random
Druddigon,Life Orb,Sheer Force,Dragon,,Earthquake,Taunt,Fire Punch,Outrage,false,random
Lanturn,Life Orb,Volt Absorb,Water,Electric,Scald,Toxic,Hidden Power Grass,Volt Switch,false,random
Beedrill,Beedrillite,Sniper,Bug,Poison,Poison Jab,U-turn,Drill Run,X-Scissor,true,best
Swellow,Toxic Orb,Guts,Normal,Flying,Brave Bird,Quick Attack,U-turn,Facade,true,best
Volcarona,Life Orb,Flame Body,Bug,Fire,Fire Blast,Hidden Power Ground,Bug Buzz,Quiver Dance,true,best
Seaking,Life Orb,Lightning Rod,Water,,Knock Off,Megahorn,Scald,Ice Beam,true,best
Dragalge,Black Sludge,Adaptability,Poison,Dragon,Draco Meteor,Toxic Spikes,Sludge Wave,Scald,true,best
Crawdaunt,Life Orb,Adaptability,Water,Dark,Swords Dance,Superpower,Knock Off,Crabhammer,true,best
Garchomp,Leftovers,Rough Skin,Dragon,Ground,Dragon Claw,Fire Blast,Stealth Rock,Earthquake,false,random
Alakazam,Life Orb,Magic Guard,Psychic,,Hidden Power Fire,Psyshock,Shadow Ball,Focus Blast,false,random
Golurk,Life Orb,No Guard,Ground,Ghost,Earthquake,Dynamic Punch,Rock Polish,Shadow Punch,false,random
Latias,Latiasite,Levitate,Dragon,Psychic,Psyshock,Roost,Calm Mind,Draco Meteor,false,random
Mandibuzz,Leftovers,Overcoat,Dark,Flying,Toxic,Foul Play,Brave Bird,Roost,false,random
Escavalier,Leftovers,Overcoat,Bug,Steel,Knock Off,Megahorn,Iron Head,Swords Dance,false,random
Crawdaunt,Focus Sash,Adaptability,Water,Dark,Crabhammer,Swords Dance,Knock Off,Aqua Jet,true,best
Gastrodon-East,Leftovers,Storm Drain,Water,Ground,Scald,Earthquake,Clear Smog,Recover,true,best
Diggersby,Leftovers,Huge Power,Normal,Ground,Agility,Knock Off,Earthquake,Swords Dance,true,best
Shaymin,Leftovers,Natural Cure,Grass,,Rest,Leech Seed,Seed Flare,Earth Power,true,best
Persian,Life Orb,Technician,Normal,,Return,Taunt,Fake Out,Knock Off,true,best
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Toxic,Roost,Blue Flare,Draco Meteor,true,best
Heatmor,Life Orb,Flash Fire,Fire,,Knock Off,Focus Blast,Fire Blast,Giga Drain,false,random
Tentacruel,Black Sludge,Clear Body,Water,Poison,Scald,Toxic Spikes,Rapid Spin,Knock Off,false,random
Tyranitar,Leftovers,Sand Stream,Rock,Dark,Crunch,Ice Beam,Earthquake,Stealth Rock,false,random
Bastiodon,Leftovers,Sturdy,Rock,Steel,Metal Burst,Protect,Toxic,Rock Blast,false,random
Delphox,Life Orb,Magician,Fire,Psychic,Grass Knot,Fire Blast,Calm Mind,Shadow Ball,false,random
Salamence,Salamencite,Intimidate,Dragon,Flying,Fire Blast,Double-Edge,Draco Meteor,Earthquake,false,random
Reuniclus,Life Orb,Magic Guard,Psychic,,Recover,Calm Mind,Psyshock,Shadow Ball,true,best
Pinsir,Pinsirite,Moxie,Bug,,Return,Swords Dance,Quick Attack,Close Combat,true,best
Articuno,Leftovers,Pressure,Ice,Flying,Ice Beam,Roost,Substitute,Hurricane,true,best
Vivillon-High Plains,Leftovers,Compound Eyes,Bug,Flying,Sleep Powder,Hurricane,Quiver Dance,Energy Ball,true,best
Lunatone,Life Orb,Levitate,Rock,Psychic,Toxic,Ice Beam,Psychic,Ancient Power,true,best
Cacturne,Life Orb,Water Absorb,Grass,Dark,Sucker Punch,Seed Bomb,Swords Dance,Dark Pulse,true,best
Slowbro,Leftovers,Regenerator,Water,Psychic,Toxic,Psyshock,Slack Off,Scald,false,random
Mawile,Mawilite,Intimidate,Steel,Fairy,Iron Head,Swords Dance,Sucker Punch,Play Rough,false,random
Flygon,Leftovers,Levitate,Ground,Dragon,Roost,Earthquake,U-turn,Outrage,false,random
Weezing,Black Sludge,Levitate,Poison,,Protect,Will-O-Wisp,Pain Split,Sludge Bomb,false,random
Glaceon,Leftovers,Ice Body,Ice,,Wish,Protect,Shadow Ball,Ice Beam,false,random
Mienshao,Life Orb,Regenerator,Fighting,,Swords Dance,Poison Jab,Knock Off,High Jump Kick,false,random
Tornadus-Therian,Leftovers,Regenerator,Flying,,Heat Wave,Taunt,U-turn,Hurricane,true,best
Magcargo,Air Balloon,Flame Body,Fire,Rock,Toxic,Lava Plume,Stealth Rock,Recover,true,best
Dodrio,Choice Band,Tangled Feet,Normal,Flying,Brave Bird,Return,Knock Off,Quick Attack,true,best
Rotom-Mow,Choice Scarf,Levitate,Electric,Grass,Volt Switch,Thunderbolt,Trick,Leaf Storm,true,best
Vaporeon,Leftovers,Water Absorb,Water,,Protect,Roar,Scald,Ice Beam,true,best
Lanturn,Life Orb,Volt Absorb,Water,Electric,Ice Beam,Thunderbolt,Scald,Heal Bell,true,best
Deoxys-Attack,Life Orb,Pressure,Psychic,,Knock Off,Ice Beam,Superpower,Psycho Boost,false,random
Nidoking,Life Orb,Sheer Force,Poison,Ground,Substitute,Sludge Wave,Superpower,Earth Power,false,random
Aggron,Aggronite,Sturdy,Steel,Rock,Rock Slide,Thunder Wave,Heavy Slam,Roar,false,random
Ariados,Black Sludge,Insomnia,Bug,Poison,Megahorn,Toxic Spikes,Sucker Punch,Poison Jab,false,random
Magnezone,Choice Scarf,Magnet Pull,Electric,Steel,Volt Switch,Thunderbolt,Hidden Power Fire,Flash Cannon,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Toxic,Rapid Spin,Stealth Rock,Earthquake,false,random
Leafeon,Focus Sash,Chlorophyll,Grass,,Swords Dance,Heal Bell,Leaf Blade,Knock Off,true,random
Golurk,Life Orb,No Guard,Ground,Ghost,Earthquake,Rock Polish,Shadow Punch,Dynamic Punch,true,random
Ho-Oh,Weakness Policy,Regenerator,Fire,Flying,Sacred Fire,Flame Charge,Earthquake,Roost,true,random
Tentacruel,Black Sludge,Clear Body,Water,Poison,Toxic Spikes,Rapid Spin,Scald,Sludge Bomb,true,random
Jirachi,Leftovers,Serene Grace,Steel,Psychic,Toxic,Wish,Fire Punch,Iron Head,true,random
Parasect,Leftovers,Dry Skin,Bug,Grass,Substitute,Knock Off,Spore,Seed Bomb,true,random
Sylveon,Leftovers,Pixilate,Fairy,,Hyper Voice,Psyshock,Wish,Protect,false,best
Tornadus-Therian,Assault Vest,Regenerator,Flying,,Knock Off,Heat Wave,Hurricane,Superpower,false,best
Deoxys,Life Orb,Pressure,Psychic,,Extreme Speed,Taunt,Superpower,Psycho Boost,false,best
Samurott,Life Orb,Torrent,Water,,Swords Dance,Aqua Jet,Waterfall,Superpower,false,best
Raticate,Toxic Orb,Guts,Normal,,Swords Dance,Sucker Punch,Facade,Flame Wheel,false,best
Goodra,Assault Vest,Sap Sipper,Dragon,,Fire Blast,Dragon Tail,Thunderbolt,Draco Meteor,false,best
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Growth,Solar Beam,Sunny Day,Sludge Bomb,true,best
Honchkrow,Life Orb,Moxie,Dark,Flying,Pursuit,Sucker Punch,Brave Bird,Roost,true,best
Carbink,Light Clay,Sturdy,Rock,Fairy,Reflect,Light Screen,Power Gem,Explosion,true,best
Serperior,Leftovers,Contrary,Grass,,Leaf Storm,Substitute,Dragon Pulse,Hidden Power Fire,true,best
Dodrio,Life Orb,Tangled Feet,Normal,Flying,Return,Knock Off,Roost,Brave Bird,true,best
Pikachu,Light Ball,Lightning Rod,Electric,,Grass Knot,Knock Off,Volt Tackle,Iron Tail,true,best
Goodra,Assault Vest,Sap Sipper,Dragon,,Draco Meteor,Dragon Tail,Fire Blast,Earthquake,false,random
Hoopa,Life Orb,Magician,Psychic,Ghost,Shadow Ball,Psyshock,Focus Blast,Nasty Plot,false,random
Trevenant,Life Orb,Natural Cure,Ghost,Grass,Shadow Claw,Wood Hammer,Trick Room,Rock Slide,false,random
